"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"famotidine",100,"mg/kg",8,"day","White blood cell count","Hematology",9.94,"x10E3/uL",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Erythrocyte count","Hematology",6,"x10E6/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Hemoglobin","Hematology",13.4,"g/dL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Hematocrit","Hematology",37,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Mean corpuscular volume","Hematology",63.7,"FL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",23.2,"pg",1,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",36.3,"%",1,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Neutrophil","Hematology",11,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Lymphocyte","Hematology",83,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",20.8,"s",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Fibrinogen","Hematology",222,"mg/dL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Platelet count","Hematology",1298,"x10E3/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","White blood cell count","Hematology",11.11,"x10E3/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",4,"day","Erythrocyte count","Hematology",5.83,"x10E6/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Hemoglobin","Hematology",14,"g/dL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Hematocrit","Hematology",38.9,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Mean corpuscular volume","Hematology",61.4,"FL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",22,"pg",1,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",35.8,"%",1,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Neutrophil","Hematology",17,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Lymphocyte","Hematology",78,"%",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",20,"s",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Fibrinogen","Hematology",225,"mg/dL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Platelet count","Hematology",1130,"x10E3/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","White blood cell count","Hematology",8.11,"x10E3/uL",0,"TG-GATEs"
"famotidine",300,"mg/kg",8,"day","Erythrocyte count","Hematology",6.31,"x10E6/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Hemoglobin","Hematology",13.4,"g/dL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Hematocrit","Hematology",37.5,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Mean corpuscular volume","Hematology",61.3,"FL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22.2,"pg",1,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",36.2,"%",1,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Neutrophil","Hematology",16,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Lymphocyte","Hematology",79,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",19.2,"s",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Fibrinogen","Hematology",225,"mg/dL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Platelet count","Hematology",1230,"x10E3/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","White blood cell count","Hematology",8.13,"x10E3/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",4,"day","Erythrocyte count","Hematology",6.18,"x10E6/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Hemoglobin","Hematology",13.9,"g/dL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Hematocrit","Hematology",39,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Mean corpuscular volume","Hematology",60.2,"FL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21.4,"pg",1,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",35.6,"%",1,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Neutrophil","Hematology",18,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Lymphocyte","Hematology",77,"%",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",20.6,"s",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Fibrinogen","Hematology",225,"mg/dL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Platelet count","Hematology",1219,"x10E3/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","White blood cell count","Hematology",9.7,"x10E3/uL",0,"TG-GATEs"
"famotidine",1000,"mg/kg",8,"day","Erythrocyte count","Hematology",6.49,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Hemoglobin","Hematology",13,"g/dL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Hematocrit","Hematology",39,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Mean corpuscular volume","Hematology",62.9,"FL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",20.7,"pg",1,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",32.9,"%",1,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Neutrophil","Hematology",19,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Lymphocyte","Hematology",75,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",15.5,"s",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Fibrinogen","Hematology",275,"mg/dL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Platelet count","Hematology",1138,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","White blood cell count","Hematology",7.55,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",4,"day","Erythrocyte count","Hematology",6.12,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Hemoglobin","Hematology",13.5,"g/dL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Hematocrit","Hematology",41,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Mean corpuscular volume","Hematology",63.3,"FL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.6,"pg",1,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.2,"%",1,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Neutrophil","Hematology",17,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Lymphocyte","Hematology",79,"%",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",16.7,"s",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Fibrinogen","Hematology",281,"mg/dL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Platelet count","Hematology",1310,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","White blood cell count","Hematology",8.88,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",10,"mg/kg",8,"day","Erythrocyte count","Hematology",6.47,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Hemoglobin","Hematology",13.5,"g/dL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Hematocrit","Hematology",41.1,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Mean corpuscular volume","Hematology",64.7,"FL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.3,"pg",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33,"%",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Neutrophil","Hematology",19,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Lymphocyte","Hematology",75,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",14.4,"s",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Fibrinogen","Hematology",235,"mg/dL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Platelet count","Hematology",1102,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","White blood cell count","Hematology",9.33,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",4,"day","Erythrocyte count","Hematology",6.15,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Hemoglobin","Hematology",13.3,"g/dL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Hematocrit","Hematology",40.2,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Mean corpuscular volume","Hematology",61.2,"FL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",19.9,"pg",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",32.5,"%",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Neutrophil","Hematology",24,"%",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Monocyte","Hematology",4,"%",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Lymphocyte","Hematology",70,"%",1,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",17,"s",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Fibrinogen","Hematology",227,"mg/dL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Platelet count","Hematology",1241,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","White blood cell count","Hematology",10.32,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",100,"mg/kg",8,"day","Erythrocyte count","Hematology",6.49,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Hemoglobin","Hematology",13.1,"g/dL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Hematocrit","Hematology",39,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Mean corpuscular volume","Hematology",64.9,"FL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.5,"pg",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33,"%",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Neutrophil","Hematology",22,"%",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Lymphocyte","Hematology",73,"%",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",16,"s",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Fibrinogen","Hematology",209,"mg/dL",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Platelet count","Hematology",1111,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","White blood cell count","Hematology",8.54,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",4,"day","Erythrocyte count","Hematology",6.04,"x10E6/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Hemoglobin","Hematology",12.7,"g/dL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Hematocrit","Hematology",39.4,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Mean corpuscular volume","Hematology",64.6,"FL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.7,"pg",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",32.1,"%",1,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Neutrophil","Hematology",16,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Lymphocyte","Hematology",80,"%",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",16,"s",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Fibrinogen","Hematology",218,"mg/dL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Platelet count","Hematology",1464,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","White blood cell count","Hematology",11.18,"x10E3/uL",0,"TG-GATEs"
"fenofibrate",1000,"mg/kg",8,"day","Erythrocyte count","Hematology",6.16,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Hemoglobin","Hematology",13.7,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Hematocrit","Hematology",41.9,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Mean corpuscular volume","Hematology",68.2,"FL",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22.2,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",32.3,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Neutrophil","Hematology",18,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Monocyte","Hematology",13,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Lymphocyte","Hematology",66,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",16.5,"s",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Fibrinogen","Hematology",266,"mg/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Platelet count","Hematology",1210,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","White blood cell count","Hematology",9.5,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",4,"day","Erythrocyte count","Hematology",6.17,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Hemoglobin","Hematology",13.2,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Hematocrit","Hematology",40.6,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Mean corpuscular volume","Hematology",64.6,"FL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.9,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",32.7,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Neutrophil","Hematology",21,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Monocyte","Hematology",7,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Lymphocyte","Hematology",72,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",15.4,"s",1,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Fibrinogen","Hematology",274,"mg/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Platelet count","Hematology",1290,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","White blood cell count","Hematology",9.5,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",3,"mg/kg",8,"day","Erythrocyte count","Hematology",6.34,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Hemoglobin","Hematology",13.1,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Hematocrit","Hematology",40,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Mean corpuscular volume","Hematology",65.5,"FL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.3,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",32.2,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Neutrophil","Hematology",16,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Monocyte","Hematology",4,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Lymphocyte","Hematology",79,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",15.7,"s",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Fibrinogen","Hematology",263,"mg/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Platelet count","Hematology",1230,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","White blood cell count","Hematology",8.8,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",4,"day","Erythrocyte count","Hematology",6.08,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Hemoglobin","Hematology",13.8,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Hematocrit","Hematology",42.1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Mean corpuscular volume","Hematology",63.9,"FL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.9,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",32.6,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Neutrophil","Hematology",15,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Monocyte","Hematology",6,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Lymphocyte","Hematology",79,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",15.9,"s",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Fibrinogen","Hematology",250,"mg/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Platelet count","Hematology",1230,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","White blood cell count","Hematology",9.7,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",10,"mg/kg",8,"day","Erythrocyte count","Hematology",6.58,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Hemoglobin","Hematology",13.9,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Hematocrit","Hematology",42.8,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Mean corpuscular volume","Hematology",64.7,"FL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",20.8,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",32.2,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Neutrophil","Hematology",15,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Monocyte","Hematology",5,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Lymphocyte","Hematology",80,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",16.2,"s",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Fibrinogen","Hematology",249,"mg/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Platelet count","Hematology",1290,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","White blood cell count","Hematology",9,"x10E3/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",4,"day","Erythrocyte count","Hematology",6.75,"x10E6/uL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Hemoglobin","Hematology",14.3,"g/dL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Hematocrit","Hematology",43.4,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Mean corpuscular volume","Hematology",63.4,"FL",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.7,"pg",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",32.6,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Neutrophil","Hematology",22,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Eosinophil","Hematology",2,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Monocyte","Hematology",6,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Lymphocyte","Hematology",72,"%",1,"TG-GATEs"
"fluoxetine hydrochloride",30,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",15.9,"s",0,"TG-GATEs"
